date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:45	70223/70223	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:44%20GMT	https://sites.google.com/view/galaxytools/games/jetpack	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/jetpack.html	(from https://sites.google.com/view/galaxytools/games)
13:14:46	70631/70631	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:44%20GMT	https://sites.google.com/view/galaxytools/games/elastic-man	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/elastic-man.html	(from https://sites.google.com/view/galaxytools/games)
13:14:46	73331/73331	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:45%20GMT	https://sites.google.com/view/galaxytools/games/slope	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/slope.html	(from https://sites.google.com/view/galaxytools/games)
13:14:46	70602/70602	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:45%20GMT	https://sites.google.com/view/galaxytools/games/among-us	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/among-us.html	(from https://sites.google.com/view/galaxytools/games)
13:14:47	70376/70376	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:46%20GMT	https://sites.google.com/view/galaxytools/games/1v1-lol	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/1v1-lol.html	(from https://sites.google.com/view/galaxytools/games)
13:14:47	70368/70368	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:46%20GMT	https://sites.google.com/view/galaxytools/games/time-shooter-2	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/time-shooter-2.html	(from https://sites.google.com/view/galaxytools/games)
13:14:47	70388/70388	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:46%20GMT	https://sites.google.com/view/galaxytools/games/moto-x3m	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/moto-x3m.html	(from https://sites.google.com/view/galaxytools/games)
13:14:48	70213/70213	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:47%20GMT	https://sites.google.com/view/galaxytools/games/bit-life	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/bit-life.html	(from https://sites.google.com/view/galaxytools/games)
13:14:48	70342/70342	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:47%20GMT	https://sites.google.com/view/galaxytools/games/google-map-snake	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/google-map-snake.html	(from https://sites.google.com/view/galaxytools/games)
13:14:48	70536/70536	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:47%20GMT	https://sites.google.com/view/galaxytools/games/smash-karts	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/smash-karts.html	(from https://sites.google.com/view/galaxytools/games)
13:14:49	70468/70468	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:48%20GMT	https://sites.google.com/view/galaxytools/games/cookie-clicker	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/cookie-clicker.html	(from https://sites.google.com/view/galaxytools/games)
13:14:49	70350/70350	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:48%20GMT	https://sites.google.com/view/galaxytools/games/fnaf-4	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/fnaf-4.html	(from https://sites.google.com/view/galaxytools/games)
13:14:49	70266/70266	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:48%20GMT	https://sites.google.com/view/galaxytools/games/drift-boss	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/drift-boss.html	(from https://sites.google.com/view/galaxytools/games)
13:14:50	70402/70402	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:49%20GMT	https://sites.google.com/view/galaxytools/games/supper-soocer-noggins	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/supper-soocer-noggins.html	(from https://sites.google.com/view/galaxytools/games)
13:14:50	70417/70417	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:49%20GMT	https://sites.google.com/view/galaxytools/games/crazy-intersection	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/crazy-intersection.html	(from https://sites.google.com/view/galaxytools/games)
13:14:51	75381/75381	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:49%20GMT	https://sites.google.com/view/galaxytools/games/super-mario-brosssssss	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/super-mario-brosssssss.html	(from https://sites.google.com/view/galaxytools/games)
13:14:51	70418/70418	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:50%20GMT	https://sites.google.com/view/galaxytools/games/sonic-revert	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/sonic-revert.html	(from https://sites.google.com/view/galaxytools/games)
13:14:51	70470/70470	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:50%20GMT	https://sites.google.com/view/galaxytools/games/hardest-game	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/hardest-game.html	(from https://sites.google.com/view/galaxytools/games)
13:14:52	70482/70482	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:51%20GMT	https://sites.google.com/view/galaxytools/games/super-bunnies	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/super-bunnies.html	(from https://sites.google.com/view/galaxytools/games)
13:14:52	70281/70281	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:51%20GMT	https://sites.google.com/view/galaxytools/games/uno	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/uno.html	(from https://sites.google.com/view/galaxytools/games)
13:14:52	70350/70350	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:51%20GMT	https://sites.google.com/view/galaxytools/games/fallerz	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/fallerz.html	(from https://sites.google.com/view/galaxytools/games)
13:14:53	70586/70586	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:52%20GMT	https://sites.google.com/view/galaxytools/games/1-on-1-tennus	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/1-on-1-tennus.html	(from https://sites.google.com/view/galaxytools/games)
13:14:53	70036/70036	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:52%20GMT	https://sites.google.com/view/galaxytools/games/the-cube	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/the-cube.html	(from https://sites.google.com/view/galaxytools/games)
13:14:53	70063/70063	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:52%20GMT	https://sites.google.com/view/galaxytools/games/doodle-jump	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/doodle-jump.html	(from https://sites.google.com/view/galaxytools/games)
13:14:54	70406/70406	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:53%20GMT	https://sites.google.com/view/galaxytools/games/8-ball-pool	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/8-ball-pool.html	(from https://sites.google.com/view/galaxytools/games)
13:14:54	70226/70226	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:53%20GMT	https://sites.google.com/view/galaxytools/games/1line	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/1line.html	(from https://sites.google.com/view/galaxytools/games)
13:14:54	70391/70391	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:53%20GMT	https://sites.google.com/view/galaxytools/games/acid-bunny	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/acid-bunny.html	(from https://sites.google.com/view/galaxytools/games)
13:14:55	70437/70437	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:54%20GMT	https://sites.google.com/view/galaxytools/games/jhonny-shootewr	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/jhonny-shootewr.html	(from https://sites.google.com/view/galaxytools/games)
13:14:55	70369/70369	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:54%20GMT	https://sites.google.com/view/galaxytools/games/doom-2d	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/doom-2d.html	(from https://sites.google.com/view/galaxytools/games)
13:14:56	70390/70390	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:55%20GMT	https://sites.google.com/view/galaxytools/games/agario-lite	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/agario-lite.html	(from https://sites.google.com/view/galaxytools/games)
13:14:56	70452/70452	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:55%20GMT	https://sites.google.com/view/galaxytools/games/minigolfmaster	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/minigolfmaster.html	(from https://sites.google.com/view/galaxytools/games)
13:14:56	70484/70484	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:55%20GMT	https://sites.google.com/view/galaxytools/games/roblox-only-up	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/roblox-only-up.html	(from https://sites.google.com/view/galaxytools/games)
13:14:57	70444/70444	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:55%20GMT	https://sites.google.com/view/galaxytools/games/angry-birds	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/angry-birds.html	(from https://sites.google.com/view/galaxytools/games)
13:14:57	70493/70493	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:56%20GMT	https://sites.google.com/view/galaxytools/games/the-final-earth-2	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/the-final-earth-2.html	(from https://sites.google.com/view/galaxytools/games)
13:14:57	70288/70288	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:56%20GMT	https://sites.google.com/view/galaxytools/games/ovo	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/ovo.html	(from https://sites.google.com/view/galaxytools/games)
13:14:58	70607/70607	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:57%20GMT	https://sites.google.com/view/galaxytools/games/gateway-shooter	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/gateway-shooter.html	(from https://sites.google.com/view/galaxytools/games)
13:14:58	70536/70536	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:57%20GMT	https://sites.google.com/view/galaxytools/games/paper-io-2	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/paper-io-2.html	(from https://sites.google.com/view/galaxytools/games)
13:14:58	70414/70414	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:57%20GMT	https://sites.google.com/view/galaxytools/games/death-run-3d	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/death-run-3d.html	(from https://sites.google.com/view/galaxytools/games)
13:14:59	70477/70477	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:58%20GMT	https://sites.google.com/view/galaxytools/games/basketball-stars	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/basketball-stars.html	(from https://sites.google.com/view/galaxytools/games)
13:14:59	70379/70379	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:58%20GMT	https://sites.google.com/view/galaxytools/games/hanger-2	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/hanger-2.html	(from https://sites.google.com/view/galaxytools/games)
13:14:59	70747/70747	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:58%20GMT	https://sites.google.com/view/galaxytools/games/stickmanparkour	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/stickmanparkour.html	(from https://sites.google.com/view/galaxytools/games)
13:15:00	71779/71779	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:59%20GMT	https://sites.google.com/view/galaxytools/games/minecraft-classic	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/minecraft-classic.html	(from https://sites.google.com/view/galaxytools/games)
13:15:00	70292/70292	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:59%20GMT	https://sites.google.com/view/galaxytools/games/dan-the-man	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/dan-the-man.html	(from https://sites.google.com/view/galaxytools/games)
13:15:01	70187/70187	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:14:59%20GMT	https://sites.google.com/view/galaxytools/games/run-3	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/run-3.html	(from https://sites.google.com/view/galaxytools/games)
13:15:01	70610/70610	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:15:00%20GMT	https://sites.google.com/view/galaxytools/games/balls-and-brick	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/balls-and-brick.html	(from https://sites.google.com/view/galaxytools/games)
13:15:01	70575/70575	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:15:00%20GMT	https://sites.google.com/view/galaxytools/games/traffic-run	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/traffic-run.html	(from https://sites.google.com/view/galaxytools/games)
13:15:02	70538/70538	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:15:01%20GMT	https://sites.google.com/view/galaxytools/games/hole-io	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/hole-io.html	(from https://sites.google.com/view/galaxytools/games)
13:15:02	70589/70589	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:15:01%20GMT	https://sites.google.com/view/galaxytools/games/bunny-land	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/bunny-land.html	(from https://sites.google.com/view/galaxytools/games)
13:15:02	70422/70422	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:15:01%20GMT	https://sites.google.com/view/galaxytools/games/basket-ball-random	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/basket-ball-random.html	(from https://sites.google.com/view/galaxytools/games)
13:15:03	70587/70587	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:15:02%20GMT	https://sites.google.com/view/galaxytools/games/soccer-random	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/soccer-random.html	(from https://sites.google.com/view/galaxytools/games)
13:15:03	70618/70618	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:15:02%20GMT	https://sites.google.com/view/galaxytools/games/volley-ball	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/volley-ball.html	(from https://sites.google.com/view/galaxytools/games)
13:15:04	70455/70455	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202024%2020:15:03%20GMT	https://sites.google.com/view/galaxytools/games/boxing-random	C:/My%20Web%20Sites/gt/sites.google.com/view/galaxytools/games/boxing-random.html	(from https://sites.google.com/view/galaxytools/games)
13:15:05	1258/1258	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Oct%202019%2018:30:00%20GMT	https://www.google.com/images/icons/product/drive-32.png	C:/My%20Web%20Sites/gt/www.google.com/images/icons/product/drive-32.png	(from https://sites.google.com/view/galaxytools/fun)
